ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP01543,Bengaluru,Hebbal,Apartment,2,2.0,2.0,Furnished,1257,1044,949,4,5,Open,Standalone Building,2017.0,8,North,9,False,12.80263,77.55266,12650000
HP02228,Hyderabad,Gachibowli,Villa,4,5.0,2.0,Furnished,3125,2509,2007,0,2,Covered,Bungalow,2022.0,3,South-East,8,True,17.51172,78.501909,27340000
HP02144,Pune,Kharadi,Villa,4,5.0,2.0,Semi-Furnished,3050,2204,1916,1,3,Stilt,Low Rise,2013.0,12,East,3,True,18.595045,73.882499,26650000
HP00009,Hyderabad,Banjara Hills,Apartment,3,3.0,2.0,Furnished,1752,1362,1238,22,22,Open,High Rise,2025.0,0,South,6,True,17.491237,78.333142,15080000
HP01600,Bengaluru,Hebbal,Apartment,4,4.0,1.0,Unfurnished,3442,2828,2428,33,36,Covered,High Rise,2016.0,9,North,9,True,12.955016,77.792575,30820000
HP00506,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,3.0,1.0,Furnished,1700,1429,1259,3,7,Open,Mid Rise,2016.0,9,South-East,6,True,28.505115,77.378422,14600000
HP02224,Bengaluru,Hebbal,Apartment,3,3.0,2.0,Unfurnished,1475,1135,1004,4,7,Basement,Mid Rise,2014.0,11,South,8,True,12.855376,77.757761,11990000
HP01237,Bengaluru,HSR Layout,Apartment,2,3.0,2.0,Semi-Furnished,1721,1425,1229,2,2,Covered,Standalone Building,2019.0,6,North-West,7,True,12.843593,77.563304,15760000
HP02315,Hyderabad,Banjara Hills,Row House,2,2.0,2.0,Semi-Furnished,1524,1278,1072,0,5,Open,Low Rise,2019.0,6,North-West,8,True,17.397945,78.56252,12470000
HP01050,Pune,Wakad,Apartment,2,2.0,1.0,Semi-Furnished,1810,1410,1282,15,28,Basement,High Rise,2010.0,15,South-West,7,True,18.49096,73.863297,14330000
HP01671,Chennai,Porur,Apartment,3,3.0,1.0,Semi-Furnished,1625,1372,1126,4,9,Open,Mid Rise,1996.0,29,West,9,False,12.967897,80.157152,13240000
HP02257,Chennai,Velachery,Row House,2,2.0,2.0,Semi-Furnished,1468,1150,864,4,12,Open,Gated Community,2009.0,16,South-West,8,True,12.903254,80.202687,11990000
HP00328,Ahmedabad,Prahlad Nagar,Penthouse,3,3.0,1.0,Unfurnished,2087,1655,1278,25,33,Basement,High Rise,2025.0,0,South,7,True,23.104908,72.693812,14590000
HP00051,Delhi NCR,Ghaziabad-Indirapuram,Apartment,2,3.0,2.0,Furnished,1612,1315,1129,0,2,Open,Standalone Building,2023.0,2,South-West,5,True,28.76661,77.426057,17160000
HP01718,Bengaluru,Hebbal,Apartment,2,2.0,1.0,Semi-Furnished,1056,877,738,2,8,Covered,Gated Community,2008.0,17,East,8,True,13.064478,77.502045,7880000
HP01762,Chennai,Sholinganallur,Studio,0,1.0,1.0,Unfurnished,538,431,374,1,4,Covered,Standalone Building,2015.0,10,North,7,False,12.982343,80.296049,4180000
HP01683,Delhi NCR,Ghaziabad-Indirapuram,Independent House,3,4.0,1.0,Semi-Furnished,2239,1791,1495,2,4,Covered,Standalone Building,2014.0,11,South-West,6,True,28.664862,77.118751,19800000
HP01485,Pune,Kharadi,Apartment,3,3.0,3.0,Unfurnished,1476,1141,1037,1,2,Covered,Standalone Building,2013.0,12,West,9,True,18.481527,73.811538,11270000
HP01741,Pune,Kharadi,Penthouse,2,2.0,2.0,Unfurnished,1178,893,794,8,25,Covered,High Rise,2023.0,2,North,8,True,18.5698,73.835432,14420000
HP01791,Ahmedabad,Bodakdev,Apartment,4,5.0,2.0,Semi-Furnished,2127,1735,1440,1,2,Covered,Standalone Building,2009.0,16,North,5,True,23.143611,72.581847,10620000
HP00058,Delhi NCR,Gurugram-Sector 56,Villa,5,6.0,1.0,Unfurnished,4994,3990,3277,3,3,Covered,Standalone Building,2025.0,0,North-West,7,True,28.750856,77.285725,47850000
HP00363,Hyderabad,Manikonda,Apartment,3,4.0,1.0,Semi-Furnished,2393,1899,1608,13,14,Open,High Rise,2020.0,5,North,10,True,17.464644,78.544853,19780000
HP00623,Chennai,Anna Nagar,Apartment,3,3.0,2.0,Unfurnished,2742,2147,1765,13,15,Stilt,High Rise,2009.0,16,South-East,10,True,13.182822,80.291115,25330000
HP01673,Pune,Aundh,Apartment,3,3.0,1.0,Unfurnished,2321,1841,1602,7,7,Covered,Mid Rise,2017.0,8,North-West,7,True,18.614892,73.78477,19280000
HP01284,Kolkata,Behala,Apartment,2,2.0,2.0,Furnished,1182,893,812,2,20,Open,High Rise,2005.0,20,North-West,8,True,22.628467,88.470919,9950000
HP01309,Kolkata,Rajarhat,Independent House,5,6.0,1.0,Semi-Furnished,5530,4467,3730,0,2,Basement,Bungalow,2004.0,21,South-East,6,True,22.648015,88.394582,36240000
HP00124,Ahmedabad,Prahlad Nagar,Studio,0,2.0,1.0,Unfurnished,708,586,525,14,25,Open,High Rise,2015.0,10,South-West,9,True,22.957156,72.680057,3390000
HP01851,Pune,Kharadi,Apartment,1,2.0,2.0,Semi-Furnished,754,598,517,2,3,Covered,Low Rise,2011.0,14,West,5,True,18.611322,73.807399,6330000
HP00459,MMR,Mulund,Penthouse,4,4.0,2.0,Semi-Furnished,2769,2243,1806,1,26,Covered,High Rise,2020.0,5,East,10,True,19.119012,72.810112,59090000
HP02048,Delhi NCR,Ghaziabad-Indirapuram,Independent House,3,4.0,1.0,Semi-Furnished,1648,1265,1071,2,2,Open,Low Rise,2011.0,14,South,5,True,28.731327,77.481984,13400000
HP00213,MMR,Powai,Apartment,1,2.0,1.0,Furnished,1054,816,690,4,5,Stilt,Standalone Building,2003.0,22,North-West,8,False,19.173485,72.915235,14480000
HP01959,Pune,Hinjawadi,Apartment,1,1.0,2.0,Semi-Furnished,1253,963,792,1,10,Covered,Gated Community,2013.0,12,East,8,True,18.570628,73.824006,9340000
HP01911,MMR,Mulund,Independent House,2,3.0,1.0,Semi-Furnished,1520,1200,979,5,7,Stilt,Gated Community,2018.0,7,South,5,True,19.157722,72.861335,22770000
HP00225,Pune,Kharadi,Apartment,1,2.0,1.0,Semi-Furnished,1172,898,772,1,4,Stilt,Standalone Building,2020.0,5,North-West,5,True,18.531532,73.889957,9360000
HP00170,Hyderabad,Gachibowli,Independent House,4,5.0,1.0,Semi-Furnished,3914,2796,2246,0,2,Covered,Bungalow,1998.0,27,West,6,False,17.353199,78.498759,25700000
HP00901,MMR,Vile Parle,Apartment,3,4.0,2.0,Semi-Furnished,2266,1751,1592,5,6,Covered,Gated Community,2025.0,0,West,7,True,19.101304,72.909842,38300000
HP01076,Pune,Aundh,Apartment,4,4.0,1.0,Unfurnished,2384,1847,1574,2,10,Covered,Gated Community,2014.0,11,North-East,10,True,18.465486,73.947285,23280000
HP00962,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,3.0,Semi-Furnished,1659,1316,1130,4,8,Open,Mid Rise,2012.0,13,East,9,True,28.574333,77.410748,15250000
HP02312,Bengaluru,Electronic City,Apartment,3,4.0,2.0,Unfurnished,1721,1429,1298,0,4,Open,Standalone Building,2025.0,0,East,8,True,12.858538,77.713528,17290000
HP00458,Pune,Aundh,Penthouse,3,3.0,3.0,Semi-Furnished,2461,1864,1653,12,18,Open,High Rise,2016.0,9,North,8,True,18.555324,73.8445,31310000
HP00992,Bengaluru,Whitefield,Apartment,4,5.0,1.0,Unfurnished,2178,1846,1557,2,11,Covered,Gated Community,2008.0,17,East,7,True,12.84901,77.502625,17620000
HP01149,Hyderabad,Kukatpally,Villa,4,4.0,2.0,Unfurnished,3070,2339,2030,0,2,Covered,Bungalow,2022.0,3,West,3,True,17.364388,78.369251,27230000
HP00391,Ahmedabad,Bopal,Studio,0,1.0,1.0,Semi-Furnished,729,555,495,2,4,Covered,Standalone Building,2007.0,18,North-West,4,True,22.919211,72.661977,3150000
HP01831,Pune,Baner,Apartment,2,3.0,2.0,Semi-Furnished,1402,1067,918,3,6,Open,Mid Rise,2009.0,16,North-West,6,True,18.455112,73.874008,13020000
HP00636,Delhi NCR,Dwarka,Apartment,3,4.0,1.0,Semi-Furnished,1473,1248,1074,7,12,Covered,High Rise,2018.0,7,East,10,True,28.471195,76.980671,13590000
HP02321,Pune,Kharadi,Row House,2,2.0,2.0,Unfurnished,1862,1474,1217,0,3,Open,Bungalow,2020.0,5,South-West,6,True,18.606339,73.81564,16200000
HP00133,Delhi NCR,Gurugram-Sector 56,Apartment,3,3.0,1.0,Furnished,2150,1775,1549,12,12,Open,High Rise,2024.0,1,West,6,True,28.583041,77.064631,22150000
HP00564,MMR,Andheri West,Row House,3,3.0,2.0,Furnished,1602,1215,1013,0,3,Stilt,Bungalow,2020.0,5,South-East,5,True,19.277627,72.753869,25110000
HP01296,Kolkata,Jadavpur,Villa,4,5.0,1.0,Unfurnished,2603,2052,1715,0,3,Covered,Standalone Building,2017.0,8,North-West,9,True,22.621166,88.491616,23710000
HP00387,Ahmedabad,Bopal,Villa,4,5.0,2.0,Unfurnished,3458,2745,2474,6,12,Open,Gated Community,2015.0,10,North-West,8,True,23.112242,72.580943,21610000
HP01043,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,3.0,2.0,Unfurnished,1502,1162,1056,3,10,Basement,Gated Community,2007.0,18,West,7,False,28.510121,77.067324,12820000
HP00581,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,3.0,2.0,Semi-Furnished,1017,841,730,5,12,Covered,High Rise,2005.0,20,North-West,5,True,28.455013,77.108191,8340000
HP02079,Ahmedabad,Satellite,Apartment,4,5.0,1.0,Unfurnished,2260,1826,1641,6,6,Covered,Mid Rise,2012.0,13,North-West,9,True,23.140688,72.541595,10940000
HP01455,Chennai,Porur,Villa,4,4.0,2.0,Unfurnished,2191,1751,1482,2,10,Stilt,Gated Community,1998.0,27,South-East,8,True,13.134206,80.270219,18950000
HP00159,MMR,Vile Parle,Apartment,2,2.0,2.0,Furnished,1316,1087,988,8,8,Covered,Mid Rise,2015.0,10,South,7,False,19.119257,72.832627,20630000
HP02052,MMR,Bandra West,Apartment,2,2.0,2.0,Furnished,1425,1198,1089,10,13,Covered,High Rise,2012.0,13,East,9,False,19.041034,72.823741,24820000
HP00034,Chennai,Anna Nagar,Apartment,3,4.0,2.0,Semi-Furnished,2506,1976,1609,3,9,Open,Gated Community,2021.0,4,East,7,False,12.927699,80.311923,23040000
HP01228,MMR,Vile Parle,Apartment,3,3.0,2.0,Furnished,2711,2223,1898,3,9,Basement,Mid Rise,2022.0,3,North-West,10,False,19.015782,72.902095,43610000
HP00753,Hyderabad,Gachibowli,Independent House,4,4.0,1.0,Furnished,3529,2569,2131,0,2,Covered,Standalone Building,2013.0,12,South-East,6,True,17.434809,78.424141,28960000
HP02077,Delhi NCR,Ghaziabad-Indirapuram,Apartment,2,2.0,2.0,Semi-Furnished,1088,876,785,12,22,Covered,High Rise,2022.0,3,East,7,True,28.566707,77.357116,9460000
HP00153,Delhi NCR,Noida-Sector 76,Independent House,3,4.0,2.0,Furnished,2559,1980,1575,0,1,Open,Bungalow,2002.0,23,East,6,True,28.616562,77.468006,23480000
HP00618,Chennai,OMR,Penthouse,5,6.0,1.0,Unfurnished,3823,2957,2433,30,38,Open,High Rise,2016.0,9,South-East,9,True,13.184664,80.15286,44450000
HP02010,Pune,Kothrud,Apartment,2,2.0,1.0,Semi-Furnished,1372,1115,940,17,32,Covered,High Rise,2007.0,18,South,7,True,18.634591,73.873882,10860000
HP00955,Bengaluru,Whitefield,Apartment,4,5.0,1.0,Unfurnished,2289,1940,1764,4,7,Basement,Mid Rise,1997.0,28,North,9,True,12.851917,77.782481,20440000
HP02166,Hyderabad,Kukatpally,Apartment,2,3.0,2.0,Semi-Furnished,1219,980,861,5,7,Stilt,Gated Community,2025.0,0,North-East,7,False,17.387553,78.347929,9530000
HP00235,Bengaluru,Koramangala,Row House,2,3.0,1.0,Unfurnished,1457,1107,919,0,3,Covered,Bungalow,2022.0,3,North-West,5,True,13.062976,77.792769,11900000
HP00177,MMR,Powai,Apartment,4,5.0,2.0,Unfurnished,2743,2154,1844,4,12,Covered,Gated Community,2013.0,12,South-West,7,True,19.193245,72.750316,37980000
HP00590,MMR,Mulund,Apartment,3,4.0,2.0,Furnished,2192,1780,1478,15,32,Covered,High Rise,2014.0,11,South-East,8,True,19.193279,72.798516,34290000
HP01165,Hyderabad,Banjara Hills,Studio,0,2.0,0.0,Unfurnished,753,590,522,4,24,Basement,High Rise,2014.0,11,West,6,True,17.407077,78.561777,4780000
HP01507,Pune,Aundh,Villa,4,5.0,1.0,Semi-Furnished,2574,1921,1625,3,6,Basement,Gated Community,2025.0,0,South-East,5,True,18.47759,73.849701,28060000
HP00226,Chennai,Anna Nagar,Apartment,3,4.0,2.0,Semi-Furnished,1494,1209,1060,5,13,Basement,High Rise,2016.0,9,North,8,True,13.106328,80.189314,14360000
HP00730,Ahmedabad,Maninagar,Apartment,2,2.0,3.0,Semi-Furnished,1498,1179,998,14,20,Stilt,High Rise,2013.0,12,East,6,True,23.101015,72.511225,7670000
HP00990,Hyderabad,Kukatpally,Row House,4,5.0,1.0,Unfurnished,3323,2789,2534,1,3,Covered,Standalone Building,2011.0,14,North-East,7,True,17.543693,78.57171,26840000
HP01094,Delhi NCR,Gurugram-Sector 56,Apartment,2,2.0,3.0,Furnished,1281,1069,939,25,38,Basement,High Rise,2017.0,8,North-West,7,True,28.598471,77.045627,12640000
HP01187,Hyderabad,Banjara Hills,Studio,0,1.0,1.0,Unfurnished,740,602,536,4,5,Open,Standalone Building,2018.0,7,North,7,True,17.491404,78.570476,5280000
HP00573,Chennai,Velachery,Independent House,5,5.0,1.0,Unfurnished,5507,4517,3781,0,3,Open,Bungalow,2011.0,14,South-West,8,True,12.901592,80.285293,38590000
HP00037,Chennai,Porur,Apartment,3,4.0,1.0,Semi-Furnished,2275,1782,1507,5,6,Open,Gated Community,2022.0,3,South-West,8,True,13.147473,80.307091,20990000
HP00287,Kolkata,Salt Lake,Apartment,2,3.0,1.0,Semi-Furnished,1056,850,738,3,10,Stilt,Mid Rise,2004.0,21,North,9,True,22.552927,88.469667,7720000
HP00525,Pune,Viman Nagar,Independent House,3,3.0,1.0,Unfurnished,2002,1695,1377,4,4,Covered,Low Rise,2022.0,3,South-East,6,True,18.571704,73.885205,16440000
HP00652,Chennai,T Nagar,Villa,3,3.0,1.0,Semi-Furnished,3191,2279,1875,4,5,Covered,Standalone Building,2009.0,16,North-West,5,False,13.079837,80.227269,33370000
HP02114,Hyderabad,Kukatpally,Independent House,3,4.0,3.0,Unfurnished,2254,1780,1533,4,10,Covered,Gated Community,1993.0,32,East,6,False,17.507433,78.345368,14730000
HP01191,Hyderabad,Manikonda,Villa,4,5.0,2.0,Unfurnished,3142,2512,2105,9,9,Covered,Gated Community,2014.0,11,South-East,8,True,17.425837,78.530608,27900000
HP01807,Bengaluru,Electronic City,Apartment,2,3.0,2.0,Unfurnished,1307,1059,963,4,5,Covered,Standalone Building,2016.0,9,South,4,True,13.121831,77.746535,10410000
HP00475,Ahmedabad,Satellite,Penthouse,3,4.0,2.0,Unfurnished,2432,1875,1507,20,32,Covered,High Rise,2024.0,1,South,8,True,23.05035,72.642192,14530000
HP01556,Hyderabad,Jubilee Hills,Apartment,2,3.0,1.0,Semi-Furnished,1735,1311,1148,4,30,Basement,High Rise,2009.0,16,East,8,True,17.268289,78.507863,14150000
HP01652,Ahmedabad,Bopal,Independent House,2,2.0,1.0,Semi-Furnished,1487,1140,883,8,8,Open,Gated Community,2021.0,4,West,7,False,23.080574,72.479601,7320000
HP00567,Hyderabad,Manikonda,Apartment,3,4.0,1.0,Unfurnished,2283,1885,1630,3,4,Open,Standalone Building,2020.0,5,North,5,True,17.476658,78.384752,16140000
HP01772,Kolkata,Jadavpur,Apartment,2,3.0,2.0,Unfurnished,1686,1309,1141,6,8,Covered,Mid Rise,2022.0,3,East,4,True,22.515655,88.31012,13330000
HP00118,Delhi NCR,Dwarka,Apartment,1,2.0,1.0,Semi-Furnished,1017,826,751,22,34,Covered,High Rise,2011.0,14,East,7,False,28.713035,77.290809,9870000
HP01080,MMR,Thane West,Apartment,2,3.0,3.0,Semi-Furnished,1433,1147,998,2,5,Stilt,Standalone Building,2017.0,8,East,6,True,18.925368,72.91221,21090000
HP02212,MMR,Andheri West,Apartment,3,3.0,2.0,Semi-Furnished,1609,1332,1153,29,38,Basement,High Rise,2018.0,7,North-West,8,True,19.28259,72.905835,32680000
HP00666,MMR,Goregaon East,Apartment,2,2.0,1.0,Semi-Furnished,1400,1119,959,11,34,Covered,High Rise,2019.0,6,North-West,9,True,19.217186,72.940146,23850000
HP00481,Delhi NCR,Ghaziabad-Indirapuram,Independent House,3,3.0,2.0,Furnished,2282,1782,1500,8,11,Open,Gated Community,2007.0,18,North-West,9,True,28.759687,77.455955,18730000
HP00723,Bengaluru,HSR Layout,Independent House,4,4.0,2.0,Semi-Furnished,2931,2370,2004,0,3,Open,Standalone Building,2011.0,14,East,8,True,12.925459,77.669594,23800000
HP00460,Ahmedabad,Maninagar,Apartment,4,5.0,2.0,Unfurnished,2508,1975,1700,3,8,Covered,Mid Rise,2006.0,19,North-West,7,True,22.936873,72.647676,13130000
HP02061,Chennai,T Nagar,Apartment,2,2.0,2.0,Unfurnished,1169,953,866,1,11,Covered,Mid Rise,2025.0,0,East,7,True,13.043973,80.310276,9250000
HP02351,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,1.0,Unfurnished,2232,1746,1552,2,10,Basement,Mid Rise,2001.0,24,North-East,10,True,28.572562,77.093274,18260000
HP01986,Hyderabad,Kukatpally,Apartment,4,4.0,1.0,Unfurnished,2123,1723,1470,2,4,Open,Standalone Building,2018.0,7,North-East,6,False,17.526453,78.582409,17680000
HP00467,Delhi NCR,Ghaziabad-Indirapuram,Villa,2,3.0,2.0,Unfurnished,2119,1581,1250,0,3,Open,Bungalow,2021.0,4,South,5,True,28.701776,77.491243,18210000
HP00530,Hyderabad,Kondapur,Studio,0,1.0,1.0,Furnished,797,618,535,3,40,Basement,High Rise,2007.0,18,North-East,7,True,17.330049,78.374079,5480000
HP00389,Bengaluru,Marathahalli,Penthouse,4,4.0,2.0,Unfurnished,2282,1934,1610,10,25,Open,High Rise,2011.0,14,East,6,True,13.051536,77.778562,27150000
HP01324,Ahmedabad,Satellite,Independent House,4,5.0,2.0,Semi-Furnished,2608,1958,1603,1,2,Open,Standalone Building,2011.0,14,South-East,8,True,23.111606,72.599368,12530000
HP01416,Delhi NCR,Gurugram-DLF Phase 3,Apartment,3,4.0,1.0,Unfurnished,2124,1707,1458,7,8,Covered,Mid Rise,2012.0,13,South,7,True,28.685613,77.091264,21290000
HP01207,Hyderabad,Banjara Hills,Apartment,2,3.0,2.0,Unfurnished,1304,1044,944,0,5,Covered,Standalone Building,2020.0,5,North-West,5,False,17.427325,78.43719,9090000
HP00596,Pune,Viman Nagar,Apartment,3,4.0,2.0,Unfurnished,1571,1258,1100,3,4,Covered,Standalone Building,2008.0,17,North-East,6,False,18.553383,73.814363,11380000
HP00114,Ahmedabad,Vastrapur,Studio,0,2.0,1.0,Furnished,675,522,450,20,29,Covered,High Rise,2000.0,25,North,8,True,23.120461,72.436454,2960000
HP00295,Chennai,Velachery,Independent House,4,4.0,1.0,Furnished,3573,2815,2324,9,9,Stilt,Gated Community,2009.0,16,South-West,8,False,12.921159,80.261716,28300000
HP00825,MMR,Andheri West,Apartment,3,4.0,2.0,Furnished,1865,1506,1305,4,9,Open,Gated Community,2006.0,19,North,5,True,19.258858,72.900526,26920000
HP02095,Bengaluru,Yelahanka,Apartment,3,4.0,1.0,Semi-Furnished,1613,1207,1040,0,3,Open,Standalone Building,2016.0,9,South-East,7,True,12.891579,77.745353,16720000
HP01587,Chennai,OMR,Row House,2,3.0,2.0,Semi-Furnished,1229,961,812,0,3,Covered,Bungalow,2017.0,8,South-West,5,True,12.981297,80.161425,11670000
HP01344,MMR,Mulund,Apartment,3,4.0,3.0,Semi-Furnished,2093,1774,1516,14,17,Open,High Rise,2025.0,0,North-East,10,False,19.037625,72.884953,37520000
HP00502,Ahmedabad,Bopal,Independent House,2,3.0,2.0,Furnished,1652,1296,1074,1,4,Stilt,Standalone Building,2018.0,7,East,8,True,22.911492,72.409418,8320000
HP01577,Delhi NCR,Gurugram-Sector 56,Studio,0,2.0,1.0,Furnished,505,380,328,15,39,Basement,High Rise,2013.0,12,East,9,True,28.3688,77.430501,4210000
HP00833,Delhi NCR,Noida-Sector 76,Apartment,4,5.0,1.0,Semi-Furnished,2935,2432,2099,26,33,Open,High Rise,2025.0,0,South-West,7,True,28.722709,77.097833,28840000
HP00309,Chennai,Velachery,Villa,3,4.0,2.0,Semi-Furnished,2453,1989,1702,0,5,Covered,Standalone Building,2014.0,11,South,8,True,12.951188,80.298657,25130000
HP00896,Pune,Aundh,Independent House,3,4.0,3.0,Furnished,1926,1413,1159,4,12,Open,Gated Community,2021.0,4,South-East,8,False,18.596341,73.784013,17280000
HP01447,Delhi NCR,Gurugram-DLF Phase 3,Apartment,4,5.0,2.0,Semi-Furnished,3101,2434,2204,6,8,Covered,Gated Community,2008.0,17,South-West,8,True,28.364118,77.431025,24750000
HP01380,Kolkata,Jadavpur,Independent House,4,4.0,1.0,Unfurnished,2664,2005,1713,0,4,Open,Standalone Building,2025.0,0,South-East,6,True,22.488321,88.433324,18210000
HP00053,Bengaluru,HSR Layout,Apartment,2,2.0,2.0,Semi-Furnished,1227,965,796,19,35,Covered,High Rise,2018.0,7,North-West,7,True,12.977609,77.504945,12870000
HP00503,MMR,Navi Mumbai-Kharghar,Apartment,3,3.0,1.0,Furnished,1603,1304,1158,6,17,Open,High Rise,2005.0,20,South-East,5,True,19.085199,72.828635,25180000
HP00695,MMR,Thane West,Apartment,2,3.0,1.0,Furnished,931,789,717,1,5,Open,Low Rise,2022.0,3,North-West,4,True,19.184153,72.932017,16620000
HP02024,MMR,Andheri West,Apartment,2,3.0,2.0,Unfurnished,1135,960,811,9,10,Basement,Mid Rise,2018.0,7,North-East,9,True,19.087761,72.821763,17430000
HP01715,Pune,Wakad,Apartment,2,3.0,2.0,Furnished,1089,860,758,8,9,Covered,Mid Rise,2012.0,13,North-East,6,True,18.643472,73.870183,10070000
HP00985,MMR,Andheri West,Villa,4,5.0,1.0,Unfurnished,2068,1703,1509,1,2,Open,Standalone Building,2007.0,18,North-East,5,True,19.136175,72.936695,33060000
HP01396,Ahmedabad,Prahlad Nagar,Apartment,1,2.0,2.0,Unfurnished,681,540,486,8,8,Covered,Gated Community,2014.0,11,South-East,6,True,22.97755,72.484332,3160000
HP00222,Ahmedabad,Satellite,Independent House,2,3.0,2.0,Unfurnished,1531,1152,932,0,3,Covered,Bungalow,2018.0,7,North-East,8,True,22.993253,72.491434,7310000
HP01689,Pune,Wakad,Apartment,3,4.0,2.0,Semi-Furnished,1753,1359,1208,10,10,Basement,Gated Community,2005.0,20,North,5,False,18.50851,73.872796,14250000
HP01020,Bengaluru,Indiranagar,Independent House,3,4.0,1.0,Unfurnished,2820,2177,1862,0,3,Stilt,Bungalow,2007.0,18,South-East,7,False,13.121165,77.552541,22390000
HP01023,Pune,Kharadi,Apartment,2,3.0,1.0,Furnished,1725,1411,1186,12,12,Covered,High Rise,2008.0,17,North-West,7,False,18.550191,73.897013,13680000
HP01862,Pune,Kharadi,Apartment,4,5.0,1.0,Semi-Furnished,2312,1830,1602,2,9,Open,Mid Rise,2008.0,17,North-East,6,True,18.586135,73.894841,17830000
HP02234,Ahmedabad,Bopal,Apartment,3,3.0,1.0,Semi-Furnished,2951,2284,1845,1,26,Covered,High Rise,2003.0,22,South,6,False,22.919084,72.551718,15080000
HP01206,Bengaluru,Sarjapur Road,Independent House,4,5.0,2.0,Unfurnished,2462,2007,1665,0,3,Basement,Bungalow,2022.0,3,South-East,6,True,13.052863,77.53479,20740000
HP01204,Pune,Wakad,Villa,5,6.0,1.0,Unfurnished,4014,3262,2678,0,2,Covered,Bungalow,2016.0,9,East,7,True,18.572726,73.895641,41490000
HP00534,MMR,Vile Parle,Apartment,3,4.0,1.0,Unfurnished,1549,1227,1112,5,9,Open,Gated Community,2018.0,7,North,9,False,19.075168,72.945595,26440000
HP00248,Bengaluru,Hebbal,Apartment,2,3.0,1.0,Furnished,1874,1410,1220,14,20,Open,High Rise,1997.0,28,North-East,8,True,13.133483,77.675277,15900000
HP02133,MMR,Bandra West,Apartment,1,2.0,1.0,Semi-Furnished,849,678,595,3,15,Covered,High Rise,2025.0,0,South-West,5,True,19.144904,72.890255,14820000
HP01160,Kolkata,Behala,Studio,0,2.0,0.0,Furnished,618,524,442,13,22,Stilt,High Rise,1998.0,27,South-West,6,False,22.576207,88.436555,3780000
HP00710,Pune,Aundh,Apartment,1,2.0,1.0,Semi-Furnished,869,670,576,10,17,Stilt,High Rise,2024.0,1,North-West,7,True,18.647027,73.883929,8270000
HP02090,Hyderabad,Madhapur,Row House,2,2.0,1.0,Furnished,1139,874,785,0,3,Covered,Bungalow,2023.0,2,North,6,True,17.476594,78.584049,10450000
HP01770,Kolkata,Salt Lake,Studio,0,1.0,0.0,Semi-Furnished,606,485,416,15,40,Basement,High Rise,2017.0,8,East,6,True,22.589926,88.437768,3930000
HP00616,MMR,Mulund,Apartment,3,4.0,2.0,Furnished,2518,2013,1737,0,3,Covered,Low Rise,2016.0,9,North,6,True,18.984714,72.921715,37300000
HP02285,Pune,Aundh,Penthouse,3,3.0,2.0,Unfurnished,2460,1985,1594,13,18,Open,High Rise,2009.0,16,South,7,True,18.473125,73.893744,23860000
